assembly_fullID_updated,Y1000+_ID,NEW_Tip_ID,Order,Species,Strain_Sequenced,NRRL,CBS,Other,CTH,Total_length,Number_contigs,GC,N50,Ns_per_100_kbp,#_BUSCOs,Complete,Single,Duplicated,Fragmented,Missing,Type strain,Type Species,Y1000+ Project,Genome_Acc,Reads_Acc,Citation Number Reference,Reference,Citation number for Related Pub,Related_Prior_Pub
yHMPu5000038111_barnettozyma_sucrosica_170912,yHMPu5000038111,Barnettozyma_sucrosica,Phaffomycetales,Barnettozyma sucrosica,CBS 11512,NA,CBS 11512,NA,NA,11484855,435,43.2,388249,2.02,2102,98.36%,98.22%,0.14%,0.80%,0.84%,Yes,No,Yes,JAJMRY000000000,SRR16989174,,New Y1000+, ,
yHMPu5000038112_barnettozyma_vustinii_170912,yHMPu5000038112,Barnettozyma_vustinii,Phaffomycetales,Barnettozyma vustinii,CBS 11554,NA,CBS 11554,NA,NA,12370972,342,42.86,112289,19.4,2101,98.32%,98.22%,0.09%,0.75%,0.94%,Yes,No,Yes,JAJMLD000000000,SRR16989172,,New Y1000+, ,
yHMPu5000035049_Barnettozyma_wickerhamii_SPAdes.haplomerger2,yHMPu5000035049,Barnettozyma_wickerhamii,Phaffomycetales,Barnettozyma wickerhamii,NRRL Y-2435,NRRL Y-2435,CBS 4107,NA,NA,12334667,279,44.32,203814,2.43,2085,97.57%,97.29%,0.28%,1.12%,1.31%,Yes,No,Yes,JAJMFU000000000,SRR16974611,,New Y1000+, ,
yHMPu5000034680_blastobotrys_adeninivorans_160519,yHMPu5000034680,Blastobotrys_adeninivorans_NRRL_Y-17692,Dipodascales,Blastobotrys adeninivorans,NRRL Y-17692,NRRL Y-17692,CBS 8244,NA,NA,11797131,121,48.12,342312,0,2021,94.57%,94.15%,0.42%,2.20%,3.23%,Yes,No,Yes,JANIWH000000000,SRR16974307,,New Y1000+, ,
yHMPu5000034682_blastobotrys_arbuscula_170307,yHMPu5000034682,Blastobotrys_arbuscula,Dipodascales,Blastobotrys arbuscula,NRRL Y-17585,NRRL Y-17585,CBS 227.83,NA,NA,18112091,1150,35.44,61890,84.47,2019,94.48%,93.50%,0.98%,2.11%,3.42%,Yes,No,Yes,JAJLUN000000000,SRR16974305,,New Y1000+, ,
yHMPu5000034684_blastobotrys_attinorum_201018,yHMPu5000034684,Blastobotrys_attinorum,Dipodascales,Blastobotrys attinorum,NRRL Y-27639,NRRL Y-27639,CBS 9734,NA,NA,14047078,250,43.64,115009,74.04,2020,94.53%,93.68%,0.84%,2.29%,3.18%,Yes,No,Yes,JAJLUM000000000,SRR16974304,,New Y1000+, ,
yHMPu5000026239_blastobotrys_buckinghamii_201018,yHMPu5000026239,Blastobotrys_buckinghamii,Dipodascales,Blastobotrys buckinghamii,NRRL Y-63727,NRRL Y-63727,CBS 13900,NA,yHAB196,25822173,950,31.59,85955,2.95,2015,94.29%,93.40%,0.89%,2.25%,3.46%,Yes,No,Yes,JAKTSB000000000,SRR16974515,,New Y1000+, ,
yHMPu5000034686_blastobotrys_capitulata_170307,yHMPu5000034686,Blastobotrys_capitulatus,Dipodascales,Blastobotrys capitulatus,NRRL Y-17573,NRRL Y-17573,CBS 287.82,NA,NA,24554276,1681,28.06,102370,128.69,2018,94.43%,93.50%,0.94%,1.82%,3.74%,Yes,No,Yes,JAJLUL000000000,SRR16974303,,New Y1000+, ,
yHMPu5000034687_blastobotrys_chiropterorum_170307,yHMPu5000034687,Blastobotrys_chiropterorum,Dipodascales,Blastobotrys chiropterorum,NRRL Y-17071,NRRL Y-17071,CBS 6064,NA,NA,15199552,440,46.14,135261,182.9,2028,94.90%,94.38%,0.51%,2.25%,2.85%,Yes,No,Yes,JAJLUK000000000,SRR16974302,,New Y1000+, ,
yHMPu5000034688_blastobotrys_elegans_170307,yHMPu5000034688,Blastobotrys_elegans,Dipodascales,Blastobotrys elegans,NRRL Y-17572,NRRL Y-17572,CBS 530.83B,NA,NA,15634934,1086,45.97,44880,146.47,2012,94.15%,93.21%,0.94%,2.57%,3.28%,Yes,No,Yes,JAJLUJ000000000,SRR16974301,,New Y1000+, ,
yHMPu5000034689_blastobotrys_illinoisensiss_170307,yHMPu5000034689,Blastobotrys_illinoisensis,Dipodascales,Blastobotrys illinoisensis,NRRL YB-1343,NRRL YB-1343,CBS 10339,NA,NA,16363209,3538,50.79,111420,3.67,2011,94.10%,91.90%,2.20%,3.09%,2.81%,Yes,No,Yes,JAKTQJ000000000,SRR16974300,,New Y1000+, ,
yHMPu5000034677_blastobotrys_indianensis_180604,yHMPu5000034677,Blastobotrys_indianensis,Dipodascales,Blastobotrys indianensis,NRRL YB-1950,NRRL YB-1950,CBS 9600,NA,NA,14239844,133,46.89,733422,1.14,1995,93.36%,92.70%,0.66%,2.95%,3.70%,Yes,No,Yes,JAKTQK000000000,SRR16974310,,New Y1000+, ,
yHMPu5000034676_blastobotrys_malaysiensis_190924,yHMPu5000034676,Blastobotrys_malaysiensis,Dipodascales,Blastobotrys malaysiensis,NRRL Y-6417,NRRL Y-6417,CBS 10336,NA,NA,16086463,2980,50.6,117193,345.36,1972,92.28%,90.92%,1.36%,4.07%,3.65%,Yes,No,Yes,JAKTQL000000000,SRR16974311,,New Y1000+, ,
yHMPu5000034672_blastobotrys_parvus_160519,yHMPu5000034672,Blastobotrys_parvus,Dipodascales,Blastobotrys parvus,NRRL Y-1004,NRRL Y-1004,CBS 6147,NA,NA,13122678,126,48.03,246559,9.91,2018,94.43%,93.59%,0.84%,2.43%,3.14%,Yes,No,Yes,JAJLUP000000000,SRR16974343,,New Y1000+, ,
yHMPu5000037236_blastobotrys_persicus_210305,yHMPu5000037236,Blastobotrys_persicus,Dipodascales,Blastobotrys persicus,CBS 14259,NA,CBS 14259,NA,NA,13106593,442,45.92,69781,60.28,2013,94.20%,93.31%,0.89%,2.76%,3.04%,Yes,No,Yes,JAJMBO000000000,SRR16988778,,New Y1000+, ,
yHMPu5000034668_blastobotrys_robertii_160519,yHMPu5000034668,Blastobotrys_robertii,Dipodascales,Blastobotrys robertii,NRRL Y-27775,NRRL Y-27775,CBS 10106,NA,NA,14273696,330,50.58,149500,0.39,2013,94.20%,93.78%,0.42%,2.29%,3.51%,Yes,No,Yes,JAJLUQ000000000,SRR16974348,,New Y1000+, ,
yHMPu5000034666_blastobotrys_terrestris_160519,yHMPu5000034666,Blastobotrys_terrestris,Dipodascales,Blastobotrys terrestris,NRRL Y-17704,NRRL Y-17704,CBS 7376,NA,NA,19111360,3343,42.28,32921,140.75,2010,94.06%,78.85%,15.21%,3.18%,2.76%,Not Type,No,Yes,JAJLUR000000000,SRR16974350,,New Y1000+, ,
yHMPu5000035710_botryozyma_americana_190924,yHMPu5000035710,Ascobotryozyma_americana,Trigonopsidales,Ascobotryozyma americana,CBS 8560,NA,CBS 8560,NA,NA,17649362,1361,26.98,46527,85.56,1712,80.11%,79.83%,0.28%,5.80%,14.09%,Yes,No,Yes,JAJMCZ000000000,SRR16988832,,New Y1000+, ,
yHMPu5000035711_botryozyma_cognata_160613,yHMPu5000035711,Ascobotryozyma_cognata,Trigonopsidales,Ascobotryozyma cognata,CBS 8753,NA,CBS 8753,NA,NA,17802389,2145,25.81,19014,88.19,1689,79.04%,78.71%,0.33%,6.97%,13.99%,Yes,No,Yes,JAJMCY000000000,SRR16988831,,New Y1000+, ,
yHDO584_brettanomyces_mucatilis_190924.haplomerger2,yHDO584,Botryozyma_mucatilis,Trigonopsidales,Botryozyma mucatilis,CBS 9042,NA,CBS 9042,NA,yHDO584,17514559,1098,26.15,44491,145.59,1716,80.30%,80.07%,0.23%,5.90%,13.80%,Yes,No,Yes,JAJLXO000000000,SRR16974647,,New Y1000+, ,
yHMPu5000038399_brettanomyces_nanus_180604,yHMPu5000038399,Brettanomyces_nanus,Pichiales,Brettanomyces nanus,NRRL Y-17527,NRRL Y-17527,CBS 1945,NA,NA,9910358,56,41.63,571389,1.61,2077,97.19%,96.91%,0.28%,1.08%,1.73%,Yes,No,Yes,JAKTZY000000000,SRR16988967,,New Y1000+, ,
yHMPu5000035251_candida_aaseri_170307,yHMPu5000035251,Candida_aaseri,Serinales,Candida aaseri,NRRL YB-3897,NRRL YB-3897,CBS 1913,NA,NA,10436936,24,34.4,948108,0.23,2119,99.16%,99.02%,0.14%,0.19%,0.66%,Yes,No,Yes,JAKTWZ000000000,SRR16974600,,New Y1000+, ,
yHMPu5000038113_candida_adriatica_170912,yHMPu5000038113,Candida_adriatica,Phaffomycetales,Candida adriatica,CBS 12504,NA,CBS 12504,NA,NA,10407600,92,51.79,523328,0.1,2117,99.06%,98.78%,0.28%,0.56%,0.37%,Yes,No,Yes,JAJMRX000000000,SRR16989171,,New Y1000+, ,
yHMPu5000041854_candida_aechmeae_170307,yHMPu5000041854,Candida_aechmeae,Serinales,Candida aechmeae,NRRL Y-48456,NRRL Y-48456,CBS 10831,NA,NA,11247312,91,49.06,477644,0.53,2110,98.74%,98.69%,0.05%,0.33%,0.94%,Yes,No,Yes,JAJMHA000000000,SRR16989042,,New Y1000+, ,
yHMPu5000037926_candida_alai_190924,yHMPu5000037926,Candida_alai,Serinales,Candida alai,NRRL Y-27739,NRRL Y-27739,CBS 9899,NA,NA,13746181,544,45.46,163804,17.46,2121,99.25%,99.11%,0.14%,0.37%,0.37%,Yes,No,Yes,JAJLZI000000000,SRR16988667,,New Y1000+, ,
yHMPu5000035004_candida_albicans_190924,yHMPu5000035004,Candida_albicans_NRRL_Y-12983,Serinales,Candida albicans,NRRL Y-12983,NRRL Y-12983,CBS 562,NA,NA,14894510,1056,33.42,80975,9.4,2087,97.66%,96.96%,0.70%,1.36%,0.98%,Yes,No,Yes,JAKTXK000000000,SRR16974326,,New Y1000+, ,
yHMPu5000038402_candida_andamanensis_170713,yHMPu5000038402,Candida_andamanensis,Serinales,Candida andamanensis,CBS 10859,NA,CBS 10859,NA,NA,9719140,82,40.97,636024,4.4,2116,99.02%,98.88%,0.14%,0.19%,0.80%,Yes,No,Yes,JAJMJW000000000,SRR16988965,,New Y1000+, ,
yHMPu5000035314_candida_anglica_160928,yHMPu5000035314,Candida_anglica,Serinales,Candida anglica,NRRL Y-27079,NRRL Y-27079,CBS 4262,NA,NA,13546954,286,38.59,111790,3.65,2127,99.53%,99.34%,0.19%,0.09%,0.37%,Yes,No,Yes,JANIVX000000000,SRR16988695,,New Y1000+, ,
yHMPu5000038114_candida_anutae_170912,yHMPu5000038114,Candida_anutae,Serinales,Candida anutae,NRRL Y-27374,NRRL Y-27374,CBS 8787,NA,NA,11256662,365,47.87,231081,7.17,2103,98.41%,98.18%,0.23%,0.61%,0.98%,Yes,No,Yes,JAKUBP000000000,SRR16989170,,New Y1000+, ,
yHMPu5000037928_candida_argentea_180604.haplomerger2,yHMPu5000037928,Candida_argentea,Serinales,Candida argentea,CBS 12358,NA,CBS 12358,NA,NA,11702769,438,47.05,90037,1.71,2075,97.10%,96.86%,0.23%,1.36%,1.54%,Yes,No,Yes,JAKTTQ000000000,SRR16988665,,New Y1000+, ,
yHMPu5000035721_candida_asparagi_160519,yHMPu5000035721,Candida_asparagi,Serinales,Candida asparagi,CBS 9770,NRRL Y-48714,CBS 9770,NA,NA,11510249,216,48.69,120066,2.9,2109,98.69%,98.64%,0.05%,0.70%,0.61%,Yes,No,Yes,JAJMCU000000000,SRR16988822,,New Y1000+, ,
yHMPu5000035250_candida_atlantica_170307,yHMPu5000035250,Candida_atlantica,Serinales,Candida atlantica,NRRL Y-17759,NRRL Y-17759,CBS 5263,NA,NA,11582603,71,39,482404,1.42,2118,99.11%,99.02%,0.09%,0.23%,0.66%,Yes,No,Yes,JAKTXA000000000,SRR16974601,,New Y1000+, ,
yHMPu5000035249_candida_atmosphaerica_170307,yHMPu5000035249,Candida_atmosphaerica,Serinales,Candida atmosphaerica,NRRL Y-17642,NRRL Y-17642,CBS 4547,NA,NA,11482214,99,38.79,340726,0.83,2117,99.06%,98.97%,0.09%,0.33%,0.61%,Yes,No,Yes,JAJMFQ000000000,SRR16974602,,New Y1000+, ,
yHMPu5000037929_candida_auris_170210,yHMPu5000037929,Candida_auris_CBS_10913,Serinales,Candida auris,CBS 10913,NA,CBS 10913,JCM 15448,NA,12082458,124,45.1,187926,72.83,2109,98.69%,98.60%,0.09%,0.80%,0.51%,Yes,No,Yes,JAKTTP000000000,SRR16988664,,New Y1000+, ,
yHMPu5000038115_candida_aurita_170912,yHMPu5000038115,Candida_aurita,Serinales,Candida aurita,CBS 9724,NA,CBS 9724,NA,NA,19613402,1727,35.43,497860,5.36,2128,99.58%,99.39%,0.19%,0.19%,0.23%,Yes,No,Yes,JAKUBO000000000,SRR16989142,,New Y1000+, ,
yHMPu5000038403_candida_awuaii_170713,yHMPu5000038403,Candida_awuae,Pichiales,Candida awuae,CBS 11011,NA,CBS 11011,NA,NA,10198225,90,33.4,330124,0,2043,95.60%,95.32%,0.28%,1.22%,3.18%,Yes,No,Yes,JAJMJV000000000,SRR16988964,,New Y1000+, ,
yHMPu5000038404_candida_bambusicola_190924,yHMPu5000038404,Candida_bambusicola,Serinales,Candida bambusicola,CBS 11723,NA,CBS 11723,NA,NA,12107016,150,42.59,377093,11.56,2108,98.64%,98.46%,0.19%,0.66%,0.70%,Yes,No,Yes,JAJMJU000000000,SRR16988963,,New Y1000+, ,
yHMPu5000038405_candida_baotianensis_190924,yHMPu5000038405,Candida_baotianmanensis,Serinales,Candida baotianmanensis,CBS 11898,NA,CBS 11898,NA,NA,11128775,317,55.07,520679,3.16,2119,99.16%,99.02%,0.14%,0.23%,0.61%,Yes,No,Yes,JANIJO000000000,SRR16988961,,New Y1000+, ,
yHMPu5000041856_candida_bentonensis_180604,yHMPu5000041856,Candida_bentonensis,Dipodascales,Candida bentonensis,NRRL YB-2364,NRRL YB-2364,CBS 9994,NA,NA,12297180,345,51.62,117081,0.24,1941,90.83%,90.08%,0.75%,3.28%,5.90%,Yes,No,Yes,JAKTYB000000000,SRR16989039,,New Y1000+, ,
yHMPu5000038406_candida_berkhoutiae_180604,yHMPu5000038406,Candida_berkhoutiae,Serinales,Candida berkhoutiae,CBS 11722,NA,CBS 11722,NA,NA,12662173,276,44.99,173005,3.88,2122,99.30%,99.02%,0.28%,0.28%,0.42%,Yes,No,Yes,JAKTZX000000000,SRR16988960,,New Y1000+, ,
yHMPu5000034599_candida_berthetii_190924.haplomerger2,yHMPu5000034599,Candida_berthetii,Phaffomycetales,Candida berthetii,NRRL Y-17644,NRRL Y-17644,CBS 5452,NA,NA,15581100,1290,36.16,34596,23.1,2030,94.99%,92.37%,2.62%,3.14%,1.87%,Yes,No,Yes,JAJLVX000000000,SRR16974640,,New Y1000+, ,
yHMPu5000038407_candida_blackwelliae_190924.haplomerger2,yHMPu5000038407,Candida_blackwelliae,Serinales,Candida blackwelliae,CBS 10843,NA,CBS 10843,NA,NA,11735592,1063,49.71,31034,45.16,2089,97.75%,97.19%,0.56%,1.64%,0.61%,Yes,No,Yes,JAKTZW000000000,SRR16988959,,New Y1000+, ,
yHMPu5000035719_candida_blankii_190924,yHMPu5000035719,Candida_blankii,Dipodascales,Candida blankii,NRRL Y-17068,NRRL Y-17068,CBS 1898,NA,NA,14464074,344,54.61,86670,58.07,1958,91.62%,90.50%,1.12%,3.93%,4.45%,Yes,No,Yes,JAJMCW000000000,SRR16988824,,New Y1000+, ,
yHMPu5000037917_candida_blattariae_170210,yHMPu5000037917,Candida_blattariae,Serinales,Candida blattariae,NRRL Y-27703,NRRL Y-27703,CBS 9876,NA,NA,12833726,189,28.16,850996,0.91,2106,98.55%,98.32%,0.23%,0.47%,0.98%,Yes,No,Yes,JAKTTU000000000,SRR16988676,,New Y1000+, ,
yHMPu5000035003_candida_bohiensis_160519,yHMPu5000035003,Candida_bohioensis,Serinales,Candida bohioensis,NRRL Y-27737,NRRL Y-27737,CBS 9897,NA,NA,16145445,526,23.9,105826,46.45,2123,99.34%,99.16%,0.19%,0.23%,0.42%,Yes,No,Yes,JAKTXL000000000,SRR16974327,,New Y1000+, ,
yHMPu5000034926_candida_boidinii_160519,yHMPu5000034926,Candida_boidinii,Pichiales,Candida boidinii,NRRL Y-2332,NRRL Y-2332,CBS 2428,NA,NA,19162044,306,30.84,280211,8.35,2085,97.57%,97.24%,0.33%,0.66%,1.78%,Yes,No,Yes,JAJLSO000000000,SRR16974451,,New Y1000+, ,
yHMPu5000034645_candida_boleticola_201018,yHMPu5000034645,Candida_boleticola,Serinales,Candida boleticola,NRRL Y-17080,NRRL Y-17080,CBS 6420,NA,NA,15240575,639,45.32,136763,1.57,2124,99.39%,99.25%,0.14%,0.28%,0.33%,Yes,No,Yes,JAJLUY000000000,SRR16974565,,New Y1000+, ,
yHMPu5000038409_candida_broadrunensis_180604,yHMPu5000038409,Candida_broadrunensis,Serinales,Candida broadrunensis,CBS 11838,NA,CBS 11838,NA,NA,13812076,319,28.15,183483,23.89,2127,99.53%,99.30%,0.23%,0.19%,0.28%,Yes,No,Yes,JAJMJS000000000,SRR16988957,,New Y1000+, ,
yHMPu5000035002_candida_buenavistaensis_160519.haplomerger2,yHMPu5000035002,Candida_buenavistaensis,Serinales,Candida buenavistaensis,NRRL Y-27734,NRRL Y-27734,CBS 9895,NA,NA,12306123,611,32.27,43216,85.32,2067,96.72%,93.64%,3.09%,2.34%,0.94%,Yes,No,Yes,JAKTXM000000000,SRR16974328,,New Y1000+, ,
yHMPu5000026052_candida_buinensis_201018,yHMPu5000026052,Candida_buinensis,Serinales,Candida buinensis,NRRL Y-11706,NRRL Y-11706,CBS 6796,U45778,NA,12047923,290,29.32,186186,4.71,2112,98.83%,98.64%,0.19%,0.37%,0.80%,Yes,No,Yes,JAJLWZ000000000,SRR16974386,,New Y1000+, ,
yHMPu5000038118_candida_cabralensis_170912.haplomerger2,yHMPu5000038118,Candida_cabralensis,Pichiales,Candida cabralensis,CBS 11679,NA,CBS 11679,NA,NA,10732387,231,31.19,315588,2.8,2034,95.18%,94.99%,0.19%,1.36%,3.46%,Yes,No,Yes,JAJMLC000000000,SRR16989140,,New Y1000+, ,
yHMPu5000035298_candida_californica_170307.haplomerger2,yHMPu5000035298,Candida_californica,Pichiales,Candida californica,NRRL Y-27254,NRRL Y-27254,CBS 989,NA,NA,12345467,391,28.76,113454,15.39,2063,96.54%,96.35%,0.19%,0.89%,2.57%,Yes,No,Yes,JAJMEW000000000,SRR16988878,,New Y1000+, ,
yHMPu5000037916_candida_carvajalis_180604,yHMPu5000037916,Candida_carvajalis,Serinales,Candida carvajalis,NRRL Y-48694,NRRL Y-48694,CBS 11361,NA,NA,11244320,298,48.27,378767,0.09,2117,99.06%,98.83%,0.23%,0.47%,0.47%,Yes,No,Yes,JAKTTV000000000,SRR16988677,,New Y1000+, ,
yHMPu5000035019_candida_caryicola_160519,yHMPu5000035019,Candida_caryicola,Serinales,Candida caryicola,NRRL YB-1499,NRRL YB-1499,CBS 8847,NA,NA,11590397,99,54.07,316618,0.13,2127,99.53%,99.44%,0.09%,0.19%,0.28%,Yes,No,Yes,JAJMGG000000000,SRR16974668,,New Y1000+, ,
yHMPu5000035248_candida_cerambycidarum_160928,yHMPu5000035248,Candida_cerambycidarum,Serinales,Candida cerambycidarum,NRRL Y-27706,NRRL Y-27706,CBS 9879,NA,NA,11341384,103,34.28,482604,0,2114,98.92%,98.83%,0.09%,0.28%,0.80%,Yes,No,Yes,JAJMFR000000000,SRR16974603,,New Y1000+, ,
yHMPu5000038397_candida_chanthaburiensis_170713,yHMPu5000038397,Candida_chanthaburiensis,Serinales,Candida chanthaburiensis,CBS 10926,NA,CBS 10926,NA,NA,13030400,136,46.66,413857,2.63,2113,98.88%,98.64%,0.23%,0.42%,0.70%,Yes,No,Yes,JAKUAA000000000,SRR16988969,,New Y1000+, ,
yHMPu5000035713_candida_chauliodes_160613,yHMPu5000035713,Candida_chauliodis,Serinales,Candida chauliodis,NRRL Y-27909,NRRL Y-27909,CBS 10157,NA,NA,11527096,182,34.78,239195,1.28,2118,99.11%,99.02%,0.09%,0.47%,0.42%,Yes,No,Yes,JAKTVI000000000,SRR16988830,,New Y1000+, ,
yHDO585_candida_citri_180604,yHDO585,Candida_citri,Serinales,Candida citri,CBS 11858,NA,CBS 11858,NA,yHDO585,13045557,65,43.4,867467,2.3,2127,99.53%,99.49%,0.05%,0.14%,0.33%,Yes,No,Yes,JAJLXN000000000,SRR16974608,,New Y1000+, ,
yHMPu5000037238_candida_coleopterorum_210210,yHMPu5000037238,Candida_coleopterorum,Serinales,Candida coleopterorum,CBS 14180,NA,CBS 14180,NA,NA,12978005,1164,29.07,32426,151.02,2097,98.13%,97.61%,0.51%,0.94%,0.94%,Yes,No,Yes,JAJMBM000000000,SRR16988776,,New Y1000+, ,
yHMPu5000037914_candida_conglobata_180604,yHMPu5000037914,Candida_conglobata,Serinales,Candida conglobata,NRRL Y-1504,NRRL Y-1504,CBS 2018,NA,NA,10671696,167,40.2,908065,0,2117,99.06%,98.83%,0.23%,0.23%,0.70%,Yes,No,Yes,JAJLZN000000000,SRR16988679,,New Y1000+, ,
yHMPu5000038119_candida_coquimbonensis_170912,yHMPu5000038119,Candida_coquimbonensis,Phaffomycetales,Candida coquimbonensis,CBS 12348,NA,CBS 12348,NA,NA,12864064,894,32.3,146669,2.29,2109,98.69%,98.18%,0.51%,0.37%,0.94%,Yes,No,Yes,JAKUBM000000000,SRR16989139,,New Y1000+, ,
yHMPu5000038396_candida_dajiaensis_170713,yHMPu5000038396,Candida_dajiaensis,Phaffomycetales,Candida dajiaensis,CBS 10590,NA,CBS 10590,NA,NA,12154168,222,37.98,262176,0.49,2113,98.88%,98.69%,0.19%,0.37%,0.75%,Yes,No,Yes,JAKUAB000000000,SRR16988970,,New Y1000+, ,
yHMPu5000038395_candida_danieliae_170713,yHMPu5000038395,Candida_danieliae,Serinales,Candida danieliae,CBS 8533,NA,CBS 8533,NA,NA,11899539,189,50.02,735942,3.84,2122,99.30%,99.16%,0.14%,0.14%,0.56%,Yes,No,Yes,JAKUAC000000000,SRR16988971,,New Y1000+, ,
yHMPu5000034598_Candida_dendrica_SPADES,yHMPu5000034598,Candida_dendrica,Phaffomycetales,Candida dendrica,NRRL Y-7775,NRRL Y-7775,CBS 6151,NA,NA,12589249,1648,40.63,14087,0,1985,92.89%,92.70%,0.19%,5.01%,2.11%,Yes,No,Yes,JAJLVY000000000,SRR16974641,,New Y1000+, ,
yHMPu5000037912_candida_dendronema_170912,yHMPu5000037912,Candida_dendronema,Serinales,Candida dendronema,NRRL Y-7781,NRRL Y-7781,CBS 6270,NA,NA,10987358,77,38.7,937797,7.78,2117,99.06%,98.92%,0.14%,0.19%,0.75%,Yes,No,Yes,JAJLZP000000000,SRR16988681,,New Y1000+, ,
yHMPu5000040933_candida_diddensiae_201018,yHMPu5000040933,Candida_diddensiae,Serinales,Candida diddensiae,NRRL Y-7589,NRRL Y-7589,CBS 2214,NA,NA,10842817,151,36.69,263988,15.59,2119,99.16%,99.06%,0.09%,0.28%,0.56%,Yes,No,Yes,JAJMIX000000000,SRR16988897,,New Y1000+, ,
yHMPu5000026105_candida_digboiensis_210210_SPADES.haplomerger2,yHMPu5000026105,Candida_digboiensis,Dipodascales,Candida digboiensis,CBS 9800,NA,CBS 9800,NA,NA,15373073,1469,48.74,22151,8.77,1702,79.64%,64.67%,14.97%,9.78%,10.58%,Yes,No,Yes,JAJLWU000000000,SRR16974376,,New Y1000+, ,
yHMPu5000038393_candida_diospyri_180604,yHMPu5000038393,Candida_diospyri,Serinales,Candida diospyri,CBS 9769,NA,CBS 9769,NA,NA,10898061,208,43.38,243574,0.92,2109,98.69%,98.64%,0.05%,0.51%,0.80%,Yes,No,Yes,JAKUAE000000000,SRR16988974,,New Y1000+, ,
yHMPu5000035709_candida_dosseyi_160519,yHMPu5000035709,Candida_dosseyi,Serinales,Candida dosseyi,NRRL Y-27950,NRRL Y-27950,CBS 10313,NA,NA,11984517,114,49.87,337299,0,2122,99.30%,99.25%,0.05%,0.23%,0.47%,Yes,No,Yes,JAJMDA000000000,SRR16988861,,New Y1000+, ,
yHMPu5000034991_candida_dubliniensis_190924.haplomerger2,yHMPu5000034991,Candida_dubliniensis_NRRL_Y-17841,Serinales,Candida dubliniensis,NRRL Y-17841,NRRL Y-17841,CBS 7987,NA,NA,14259244,666,33.1,81462,54.7,2107,98.60%,98.13%,0.47%,0.89%,0.51%,Yes,No,Yes,JAJMGP000000000,SRR16974338,,New Y1000+, ,
yHMPu5000034989_candida_duobushaemulonii_160519,yHMPu5000034989,Candida_duobushaemuli,Serinales,Candida duobushaemuli,NRRL Y-17802,NRRL Y-17802,CBS 7798,NA,NA,12618155,188,46.85,138928,15.06,2106,98.55%,98.32%,0.23%,0.70%,0.75%,Yes,No,Yes,JAJMGQ000000000,SRR16974340,,New Y1000+, ,
yHMPu5000026073_candida_easanensis_180604,yHMPu5000026073,Candida_easanensis,Phaffomycetales,Candida easanensis,JCM 12476,NA,CBS 11708,JCM 12476,NA,13480709,310,44.9,172357,9.24,2117,99.06%,98.83%,0.23%,0.56%,0.37%,Yes,No,Yes,JAKTSI000000000,SRR16974378,,New Y1000+, ,
yHMPu5000038392_candida_ecuadorensis_170713,yHMPu5000038392,Candida_ecuadorensis,Serinales,Candida ecuadorensis,CBS 12653,NA,CBS 12653,NA,NA,12617417,152,48.07,644574,3.45,2124,99.39%,99.30%,0.09%,0.19%,0.42%,Yes,No,Yes,JAKUAF000000000,SRR16989002,,New Y1000+, ,
yHMPu5000041858_candida_endomychidarum_170713,yHMPu5000041858,Candida_endomychidarum,Serinales,Candida endomychidarum,NRRL Y-27708,NRRL Y-27708,CBS 9881,NA,NA,11142896,85,34.39,629498,0,2114,98.92%,98.74%,0.19%,0.33%,0.75%,Yes,No,Yes,JAJMGY000000000,SRR16989037,,New Y1000+, ,
yHMPu5000035330_candida_entomophila_190924,yHMPu5000035330,Candida_entomophila,Serinales,Candida entomophila,NRRL Y-7783,NRRL Y-7783,CBS 6160,NA,NA,10216701,463,54.43,725005,1.62,2119,99.16%,98.83%,0.33%,0.37%,0.47%,Yes,No,Yes,JANIVT000000000,SRR16989074,,New Y1000+, ,
yHMPu5000034619_candida_ethanolica_170307.haplomerger2,yHMPu5000034619,Candida_ethanolica,Pichiales,Candida ethanolica,NRRL Y-12615,NRRL Y-12615,CBS 8041,NA,NA,12533297,533,26.11,74156,6.38,2038,95.37%,94.99%,0.37%,1.78%,2.85%,Yes,No,Yes,JAJLVP000000000,SRR16974620,,New Y1000+, ,
yHMPu5000038390_candida_ezoensis_170713,yHMPu5000038390,Candida_ezoensis,Serinales,Candida ezoensis,CBS 11753,NA,CBS 11753,NA,NA,12665124,218,45.15,381868,0.21,2126,99.49%,99.20%,0.28%,0.19%,0.33%,Yes,No,Yes,JAJMJY000000000,SRR16989004,,New Y1000+, ,
yHMPu5000038389_candida_ficus_170713,yHMPu5000038389,Candida_ficus,Phaffomycetales,Candida ficus,CBS 12638,NA,CBS 12638,NA,NA,12990162,350,31.71,624677,0.23,2107,98.60%,98.22%,0.37%,0.23%,1.17%,Yes,No,Yes,JANIJP000000000,SRR16989005,,New Y1000+, ,
yHMPu5000040932_candida_flosculorum_201018,yHMPu5000040932,Candida_flosculorum,Serinales,Candida flosculorum,NRRL Y-48731,NRRL Y-48731,CBS 10566,NA,NA,12064539,124,48.2,378214,11.85,2128,99.58%,99.58%,0.00%,0.09%,0.33%,Yes,No,Yes,JAJMIY000000000,SRR16988898,,New Y1000+, ,
